City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Descrption,Rain inches (last 3 hours),Snow inches (last 3 hours)
228,Carnarvon,ZA,2020-01-04 20:54:07,-30.97,22.13,72.52,24,0,14.58,clear sky,0.0,0.0
229,Montes Altos,BR,2020-01-04 20:54:07,-5.83,-47.07,80.6,88,40,3.36,scattered clouds,0.0,0.0
230,Saint-Philippe,CA,2020-01-04 20:54:07,45.36,-73.48,33.01,92,90,12.75,light snow,0.0,0.0
231,San Matias,BO,2020-01-04 20:54:07,-16.36,-58.4,95.74,31,51,8.19,broken clouds,0.0,0.0
232,Constitucion,MX,2020-01-04 20:52:44,23.99,-104.67,55.99,25,5,3.36,clear sky,0.0,0.0
233,Kendallville,US,2020-01-04 20:54:08,41.44,-85.27,36.0,86,90,8.05,overcast clouds,0.0,0.0
234,Lorengau,PG,2020-01-04 20:53:25,-2.02,147.27,84.31,72,90,9.06,light rain,3.0,0.0
235,High Level,CA,2020-01-04 20:54:08,58.52,-117.13,1.4,91,20,10.29,few clouds,0.0,0.0
236,Flinders,AU,2020-01-04 20:54:09,-34.58,150.85,71.01,68,0,9.17,clear sky,0.0,0.0
237,Phalaborwa,ZA,2020-01-04 20:54:09,-23.95,31.14,86.0,58,6,6.93,clear sky,0.0,0.0
238,Cherskiy,RU,2020-01-04 20:54:10,68.75,161.3,-2.87,58,31,6.64,scattered clouds,0.0,0.0
239,Marmaris,TR,2020-01-04 20:49:41,36.85,28.27,57.2,61,0,12.75,clear sky,0.0,0.0
240,Jambi,ID,2020-01-04 20:54:10,-1.6,103.62,73.58,97,83,3.33,light rain,0.31,0.0
241,Woodway,US,2020-01-04 20:54:10,47.79,-122.38,48.2,70,75,16.11,light rain,0.0,0.0
242,Bronte,IT,2020-01-04 20:54:10,37.79,14.83,55.0,93,90,4.7,overcast clouds,0.0,0.0
243,Antofagasta,CL,2020-01-04 20:50:15,-23.65,-70.4,72.0,68,20,14.99,few clouds,0.0,0.0
244,Dzerzhinsk,RU,2020-01-04 20:54:11,56.24,43.46,30.2,92,90,11.18,light snow,0.0,0.0
245,Lanigan,CA,2020-01-04 20:52:22,51.85,-105.03,30.38,86,100,11.88,overcast clouds,0.0,0.0
246,Yumen,CN,2020-01-04 20:54:12,40.29,97.04,17.22,63,100,4.25,overcast clouds,0.0,0.0
247,Charters Towers,AU,2020-01-04 20:54:12,-20.07,146.27,72.61,78,0,8.59,clear sky,0.0,0.0
248,Tautira,PF,2020-01-04 20:52:46,-17.73,-149.15,86.0,70,40,11.41,scattered clouds,0.0,0.0
249,Vostok,RU,2020-01-04 20:51:47,46.45,135.83,-7.71,97,100,4.59,light snow,0.0,0.13
250,Sao Filipe,CV,2020-01-04 20:50:43,14.9,-24.5,70.59,77,39,10.83,scattered clouds,0.0,0.0
251,Bathsheba,BB,2020-01-04 20:54:13,13.22,-59.52,84.2,62,40,16.11,shower rain,0.0,0.0
252,Inhambane,MZ,2020-01-04 20:51:26,-23.87,35.38,78.93,80,20,13.56,few clouds,0.0,0.0
253,Emerald,AU,2020-01-04 20:54:14,-23.53,148.16,73.99,73,13,3.36,few clouds,0.0,0.0
254,Zuenoula,CI,2020-01-04 20:54:14,7.43,-6.04,75.72,20,2,1.88,clear sky,0.0,0.0
255,Hualmay,PE,2020-01-04 20:54:14,-11.1,-77.61,77.0,61,100,9.17,overcast clouds,0.0,0.0
256,Verkhoyansk,RU,2020-01-04 20:51:24,67.55,133.39,-30.14,90,0,2.17,clear sky,0.0,0.0
257,San Cristobal,HN,2020-01-04 20:54:14,14.68,-86.92,80.58,50,67,9.37,light rain,0.19,0.0
258,Goksun,TR,2020-01-04 20:54:15,38.02,36.5,41.0,86,75,4.7,light intensity shower rain,0.0,0.0
259,Nushki,PK,2020-01-04 20:54:15,29.55,66.02,56.64,44,99,1.74,overcast clouds,0.0,0.0
260,Thompson,CA,2020-01-04 20:51:58,55.74,-97.86,1.4,77,90,8.05,light snow,0.0,0.0
261,Caravelas,BR,2020-01-04 20:54:15,-17.73,-39.27,78.39,84,100,8.88,overcast clouds,0.0,0.0
262,Micheweni,TZ,2020-01-04 20:54:15,-4.97,39.83,82.76,77,100,10.09,overcast clouds,0.0,0.0
263,Hammerfest,NO,2020-01-04 20:54:16,70.66,23.68,26.6,68,100,27.51,light snow,0.0,0.88
264,Moussoro,TD,2020-01-04 20:50:10,13.64,16.49,65.12,23,0,16.91,clear sky,0.0,0.0
265,Tasiilaq,GL,2020-01-04 20:53:31,65.61,-37.64,26.6,92,100,6.93,light snow,0.0,0.0
266,Ribeira Grande,PT,2020-01-04 20:50:56,38.52,-28.7,64.4,88,40,14.99,scattered clouds,0.0,0.0
267,Grevesmuhlen,DE,2020-01-04 20:54:16,53.87,11.18,39.99,85,0,8.01,clear sky,0.0,0.0
268,Amapa,HN,2020-01-04 20:54:17,15.09,-87.97,91.4,46,40,17.22,scattered clouds,0.0,0.0
269,Puri,ID,2020-01-04 20:54:17,-7.54,112.45,73.58,88,81,5.55,broken clouds,0.0,0.0
270,Lebu,ET,2020-01-04 20:49:45,8.96,38.73,60.8,55,20,9.17,few clouds,0.0,0.0
271,Vilhena,BR,2020-01-04 20:49:31,-12.74,-60.15,77.0,88,75,4.7,broken clouds,0.0,0.0
272,Terra Santa,BR,2020-01-04 20:54:18,-2.1,-56.49,88.12,57,98,3.06,overcast clouds,0.0,0.0
273,Pasighat,IN,2020-01-04 20:54:18,28.06,95.33,54.43,95,14,3.76,light rain,1.94,0.0
274,Zhigansk,RU,2020-01-04 20:53:22,66.77,123.37,-20.09,94,100,10.76,overcast clouds,0.0,0.0
275,Arlit,NE,2020-01-04 20:54:19,18.74,7.39,59.49,24,0,18.97,clear sky,0.0,0.0
276,Lockhart,AU,2020-01-04 20:54:19,-35.22,146.72,71.6,37,71,6.93,broken clouds,0.0,0.0
277,San Francisco,CO,2020-01-04 20:49:40,1.17,-76.88,73.4,69,40,9.17,scattered clouds,0.0,0.0
278,Erdaojiang,CN,2020-01-04 20:54:20,41.78,126.03,10.04,91,0,2.66,clear sky,0.0,0.0
279,Katsuura,JP,2020-01-04 20:50:42,33.93,134.5,46.4,61,75,17.22,broken clouds,0.0,0.0
280,Bafq,IR,2020-01-04 20:54:20,31.6,55.4,55.24,68,100,11.21,overcast clouds,0.0,0.0
281,Carutapera,BR,2020-01-04 20:53:05,-1.2,-46.02,82.63,74,100,9.64,overcast clouds,0.0,0.0
282,Gat,SN,2020-01-04 20:54:20,14.69,-16.54,73.4,43,30,12.75,dust,0.0,0.0
283,Kyabe,TD,2020-01-04 20:54:20,9.45,18.94,73.17,24,0,6.53,clear sky,0.0,0.0
284,Northam,AU,2020-01-04 20:50:45,-31.65,116.67,66.2,37,0,9.17,clear sky,0.0,0.0
285,Cayenne,GF,2020-01-04 20:50:05,4.94,-52.33,82.4,74,75,6.93,broken clouds,0.0,0.0
286,Junin,PE,2020-01-04 20:54:21,-16.45,-71.58,60.8,67,75,12.75,broken clouds,0.0,0.0
287,Zeya,RU,2020-01-04 20:54:22,53.74,127.27,-20.92,98,0,2.84,clear sky,0.0,0.0
288,Husavik,CA,2020-01-04 20:52:18,50.56,-96.99,26.01,93,100,13.0,overcast clouds,0.0,0.06
289,Kulunda,RU,2020-01-04 20:54:22,52.57,78.94,21.02,86,54,13.65,broken clouds,0.0,0.0
290,Baruun-Urt,MN,2020-01-04 20:53:33,46.68,113.28,6.15,75,0,7.7,clear sky,0.0,0.0
291,Dunedin,NZ,2020-01-04 20:49:37,-45.87,170.5,51.01,88,100,5.99,light rain,0.38,0.0
292,Chhatak,BD,2020-01-04 20:54:23,25.03,91.67,61.86,77,26,4.61,scattered clouds,0.0,0.0
293,Destin,US,2020-01-04 20:54:23,30.39,-86.5,64.99,29,1,17.22,clear sky,0.0,0.0
294,Elko,US,2020-01-04 20:54:23,40.83,-115.76,44.01,60,90,4.7,overcast clouds,0.0,0.0
295,Port Lincoln,AU,2020-01-04 20:54:23,-34.72,135.86,58.98,78,100,17.2,light rain,0.63,0.0
296,Saint-Francois,FR,2020-01-04 20:54:23,46.42,3.91,35.6,74,20,3.36,few clouds,0.0,0.0
297,Kibaya,RW,2020-01-04 20:54:24,-2.2,30.56,60.6,93,0,1.28,clear sky,0.0,0.0
298,Palani,IN,2020-01-04 20:54:24,10.45,77.52,70.81,87,78,2.53,broken clouds,0.0,0.0
299,Batagay,RU,2020-01-04 20:54:24,67.65,134.64,-27.63,94,0,1.1,clear sky,0.0,0.0
300,Poum,MK,2020-01-04 20:54:25,41.28,20.71,33.8,74,100,2.24,overcast clouds,0.0,0.0
301,Lumberton,US,2020-01-04 20:54:25,30.27,-94.2,68.0,32,1,10.29,clear sky,0.0,0.0
302,Saint-Augustin,CA,2020-01-04 20:54:25,45.63,-73.98,32.0,96,90,3.36,light rain,0.0,0.0
303,Lagos,NG,2020-01-04 20:51:12,6.46,3.39,75.2,64,100,3.36,haze,0.0,0.0
304,Kununurra,AU,2020-01-04 20:52:10,-15.77,128.74,80.6,88,77,1.59,broken clouds,0.0,0.0
305,Hami,CN,2020-01-04 20:53:26,42.84,93.51,16.09,56,0,1.95,clear sky,0.0,0.0
306,Sorland,NO,2020-01-04 20:54:27,67.67,12.69,33.22,60,95,19.6,light snow,0.0,0.38
307,Chuy,UY,2020-01-04 20:54:27,-33.69,-53.46,74.25,64,13,12.35,few clouds,0.0,0.0
308,Roebourne,AU,2020-01-04 20:54:27,-20.77,117.15,81.91,65,100,13.33,overcast clouds,0.0,0.0
309,Lompoc,US,2020-01-04 20:50:05,34.64,-120.46,63.0,82,1,8.05,clear sky,0.0,0.0
310,Dubrovka,RU,2020-01-04 20:54:29,59.85,30.93,33.8,80,90,17.9,shower sleet,0.0,0.0
311,Kuliyapitiya,LK,2020-01-04 20:54:29,7.47,80.04,77.0,100,40,3.36,scattered clouds,0.0,0.0
312,Grindavik,IS,2020-01-04 20:54:29,63.84,-22.43,39.2,93,75,19.46,broken clouds,0.0,0.0
313,Sinnamary,GF,2020-01-04 20:54:29,5.38,-52.96,79.81,80,100,14.85,light rain,0.63,0.0
314,Severodvinsk,RU,2020-01-04 20:54:30,64.56,39.82,26.6,92,40,4.47,scattered clouds,0.0,0.0
315,Grafenau,DE,2020-01-04 20:54:30,48.86,13.39,39.0,92,100,14.05,light snow,0.0,1.31
316,Petropavlovsk-Kamchatskiy,RU,2020-01-04 20:54:30,53.05,158.65,21.2,73,40,8.95,scattered clouds,0.0,0.0
317,Bria,CF,2020-01-04 20:54:30,6.54,21.99,73.2,35,0,5.14,clear sky,0.0,0.0
318,Alabaster,US,2020-01-04 20:54:30,33.24,-86.82,54.0,40,40,17.22,scattered clouds,0.0,0.0
319,Alyangula,AU,2020-01-04 20:54:31,-13.85,136.42,77.0,94,99,3.36,overcast clouds,0.0,0.0
320,Nouadhibou,MR,2020-01-04 20:54:31,20.93,-17.03,64.4,48,0,5.82,sand,0.0,0.0
321,Yanji,CN,2020-01-04 20:54:31,42.89,129.5,8.35,88,0,2.82,clear sky,0.0,0.0
322,Necochea,AR,2020-01-04 20:52:11,-38.55,-58.74,75.83,56,3,13.33,clear sky,0.0,0.0
323,Mariakani,KE,2020-01-04 20:54:32,-3.87,39.47,73.94,91,72,3.11,broken clouds,0.0,0.0
324,Gwadar,PK,2020-01-04 20:54:32,25.12,62.33,73.8,68,11,8.9,few clouds,0.0,0.0
325,Seminole,US,2020-01-04 20:54:32,32.72,-102.64,64.99,21,1,11.41,clear sky,0.0,0.0
326,Saint-Pierre,FR,2020-01-04 20:54:33,48.95,4.24,44.6,93,90,6.93,overcast clouds,0.0,0.0
327,Vyshkov,RU,2020-01-04 20:54:33,52.48,31.69,33.8,86,86,11.18,overcast clouds,0.0,0.0
328,Sola,TZ,2020-01-04 20:52:42,-3.17,33.8,65.82,81,1,5.57,clear sky,0.0,0.0
329,Andapa,MG,2020-01-04 20:54:33,-14.66,49.65,66.11,97,100,1.21,light rain,0.63,0.0
330,Paita,PE,2020-01-04 20:54:34,-5.09,-81.11,62.6,100,90,16.11,overcast clouds,0.0,0.0
331,Sherbrooke,CA,2020-01-04 20:51:41,45.4,-71.89,35.01,97,90,4.7,light snow,0.0,0.0
332,Beringovskiy,RU,2020-01-04 20:50:32,63.05,179.32,-8.45,75,0,17.96,clear sky,0.0,0.0
333,Sakaiminato,JP,2020-01-04 20:54:34,35.55,133.23,44.6,52,75,8.05,broken clouds,0.0,0.0
334,Abu Samrah,SY,2020-01-04 20:54:34,35.3,37.18,47.08,84,87,9.31,light rain,0.13,0.0
335,Vila Velha,BR,2020-01-04 20:54:35,-3.71,-38.6,86.0,69,20,10.29,few clouds,0.0,0.0
336,Arkhangelsk,RU,2020-01-04 20:50:21,64.54,40.54,26.6,92,40,4.47,scattered clouds,0.0,0.0
337,Zaria,NG,2020-01-04 20:54:35,11.11,7.72,64.22,24,45,12.1,scattered clouds,0.0,0.0
338,Palauig,PH,2020-01-04 20:54:35,15.44,119.9,71.44,76,61,6.24,broken clouds,0.0,0.0
339,Kahului,US,2020-01-04 20:51:06,20.89,-156.47,75.2,83,75,12.75,moderate rain,0.0,0.0
340,West Bay,CA,2020-01-04 20:54:36,49.34,-123.21,46.99,81,75,13.87,broken clouds,0.0,0.0
341,Inverness,GB,2020-01-04 20:54:36,57.48,-4.23,48.99,87,20,12.75,few clouds,0.0,0.0
342,Vrangel,RU,2020-01-04 20:54:36,42.73,133.08,24.01,66,0,21.27,clear sky,0.0,0.0
343,Mahebourg,MU,2020-01-04 20:49:43,-20.41,57.7,78.01,94,75,2.24,broken clouds,0.0,0.0
344,Jacutinga,BR,2020-01-04 20:54:37,-22.29,-46.61,75.2,83,40,4.03,scattered clouds,0.0,0.0
345,Ancud,CL,2020-01-04 20:50:07,-41.87,-73.83,60.8,63,0,9.17,clear sky,0.0,0.0
346,Lokoja,NG,2020-01-04 20:54:37,7.8,6.74,77.11,23,99,1.07,overcast clouds,0.0,0.0
347,Mpongwe,ZM,2020-01-04 20:54:37,-13.51,28.16,63.68,97,100,3.67,overcast clouds,0.0,0.0
348,Russell,US,2020-01-04 20:54:38,38.9,-98.86,53.01,49,1,20.8,clear sky,0.0,0.0
349,Senneterre,CA,2020-01-04 20:54:38,48.39,-77.24,17.6,85,90,6.93,light snow,0.0,0.0
350,Louisville,US,2020-01-04 20:51:08,38.25,-85.76,42.01,60,90,11.41,overcast clouds,0.0,0.0
351,Dauphin,CA,2020-01-04 20:54:38,51.15,-100.04,24.8,92,75,11.41,broken clouds,0.0,0.0
352,Cidreira,BR,2020-01-04 20:54:39,-30.17,-50.22,73.17,80,23,17.76,light rain,0.31,0.0
353,Tynda,RU,2020-01-04 20:54:40,55.15,124.74,-14.01,94,33,2.15,scattered clouds,0.0,0.0
354,Pahrump,US,2020-01-04 20:54:40,36.21,-115.98,66.99,45,1,3.36,clear sky,0.0,0.0
355,Mezen,RU,2020-01-04 20:54:40,65.85,44.24,26.67,89,99,14.09,light snow,0.0,0.31
356,Sitka,US,2020-01-04 20:49:45,37.17,-99.65,55.0,42,0,5.01,clear sky,0.0,0.0
357,Nadadores,MX,2020-01-04 20:54:41,27.03,-101.59,68.02,18,0,5.68,clear sky,0.0,0.0
358,Hasaki,JP,2020-01-04 20:54:35,35.73,140.83,32.0,58,20,2.24,fog,0.0,0.0
359,Hailun,CN,2020-01-04 20:54:41,47.46,126.97,-7.37,97,18,6.85,few clouds,0.0,0.0
360,Daru,PG,2020-01-04 20:54:41,-9.07,143.21,76.68,80,100,2.3,overcast clouds,0.0,0.0
361,Flin Flon,CA,2020-01-04 20:54:41,54.77,-101.88,12.2,85,90,12.75,light snow,0.0,0.0
362,Vilyuysk,RU,2020-01-04 20:54:42,63.75,121.63,-21.62,99,95,3.27,overcast clouds,0.0,0.0
363,Vao,EE,2020-01-04 20:54:42,59.1,26.19,31.17,79,1,10.22,clear sky,0.0,0.0
364,Tazovskiy,RU,2020-01-04 20:54:42,67.47,78.7,13.6,93,100,18.34,light snow,0.0,0.63
365,Whitianga,NZ,2020-01-04 20:54:43,-36.83,175.7,69.01,61,100,8.01,overcast clouds,0.0,0.0
366,Bolshaya Rechka,RU,2020-01-04 20:54:43,51.95,104.74,6.8,84,90,2.15,fog,0.0,0.0
367,Rawson,AR,2020-01-04 20:51:10,-43.3,-65.11,59.2,76,0,16.04,clear sky,0.0,0.0
368,Chingirlau,KZ,2020-01-04 20:54:43,51.09,54.08,26.67,93,100,13.47,overcast clouds,0.0,0.0
369,Bintulu,MY,2020-01-04 20:54:44,3.17,113.03,77.0,94,75,1.25,light rain,0.0,0.0
370,Roura,GF,2020-01-04 20:54:44,4.73,-52.33,82.4,74,75,6.93,broken clouds,0.0,0.0
371,Yinchuan,CN,2020-01-04 20:54:44,38.48,106.21,27.05,85,100,4.5,overcast clouds,0.0,0.0
372,Avera,US,2020-01-04 20:54:44,33.19,-82.53,62.6,67,90,16.11,overcast clouds,0.0,0.0
373,Portland,US,2020-01-04 20:51:10,43.66,-70.25,39.99,86,90,4.7,light rain,0.0,0.0
374,Payson,US,2020-01-04 20:54:45,40.04,-111.73,46.0,56,1,6.93,clear sky,0.0,0.0
375,Gwanda,ZW,2020-01-04 20:54:45,-20.94,29.0,76.69,30,0,8.84,clear sky,0.0,0.0
376,Luanda,AO,2020-01-04 20:54:45,-8.83,13.24,75.2,94,75,3.36,broken clouds,0.0,0.0
377,Leninskoye,RU,2020-01-04 20:54:45,54.82,82.85,26.6,79,90,15.66,overcast clouds,0.0,0.0
378,Sabang,PH,2020-01-04 20:54:46,13.8,121.11,79.0,80,36,8.99,scattered clouds,0.0,0.0
379,Maningrida,AU,2020-01-04 20:54:46,-12.05,134.23,80.26,83,100,2.75,moderate rain,3.5,0.0
380,Beira,ES,2020-01-04 20:54:46,43.2,-8.36,46.0,100,0,4.7,clear sky,0.0,0.0
381,Chunskiy,RU,2020-01-04 20:54:46,56.08,99.63,19.35,96,83,4.76,light snow,0.0,0.19
382,Liverpool,GB,2020-01-04 20:53:52,53.41,-2.98,45.0,87,75,5.82,broken clouds,0.0,0.0
383,Baracoa,CU,2020-01-04 20:54:47,20.35,-74.5,79.47,73,4,8.52,clear sky,0.0,0.0
384,Cururupu,BR,2020-01-04 20:54:47,-1.82,-44.87,76.77,91,100,2.42,light rain,3.0,0.0
385,Lancaster,US,2020-01-04 20:54:48,40.04,-76.31,54.0,100,75,6.93,mist,0.0,0.0
386,Waingapu,ID,2020-01-04 20:52:19,-9.65,120.26,80.24,89,100,30.27,moderate rain,4.81,0.0
387,West Odessa,US,2020-01-04 20:54:48,31.84,-102.48,63.0,20,1,12.75,clear sky,0.0,0.0
388,Banswara,IN,2020-01-04 20:54:48,23.55,74.45,57.13,56,0,9.19,clear sky,0.0,0.0
389,Camarillo,US,2020-01-04 20:53:01,34.22,-119.04,73.0,52,1,6.89,clear sky,0.0,0.0
390,Uturoa,PF,2020-01-04 20:54:49,-16.73,-151.43,81.45,77,100,12.1,overcast clouds,0.0,0.0
391,Sao Joao Da Barra,BR,2020-01-04 20:54:49,-21.64,-41.05,80.6,78,75,13.87,broken clouds,0.0,0.0
392,Seoul,KR,2020-01-04 20:51:45,37.57,126.98,28.4,92,1,1.12,clear sky,0.0,0.0
393,Portage,US,2020-01-04 20:54:49,41.58,-87.18,33.8,75,90,6.93,overcast clouds,0.0,0.0
394,Atambua,ID,2020-01-04 20:54:34,-9.11,124.89,75.85,81,100,0.51,overcast clouds,0.0,0.0
395,Prince George,CA,2020-01-04 20:54:50,53.92,-122.75,35.01,80,1,10.29,clear sky,0.0,0.0
396,Gobabis,NA,2020-01-04 20:50:28,-22.45,18.97,70.36,63,100,11.63,light rain,1.38,0.0
397,Catuday,PH,2020-01-04 20:54:50,16.29,119.81,78.1,77,73,13.49,broken clouds,0.0,0.0
398,Karlshamn,SE,2020-01-04 20:54:50,56.17,14.86,35.6,59,0,12.75,clear sky,0.0,0.0
399,Yantal,RU,2020-01-04 20:54:15,56.85,105.25,14.86,96,100,4.45,light snow,0.0,0.25
400,Vanavara,RU,2020-01-04 20:54:51,60.35,102.28,3.81,94,100,5.5,overcast clouds,0.0,0.0
401,Henties Bay,NA,2020-01-04 20:51:17,-22.12,14.28,62.01,90,100,3.0,overcast clouds,0.0,0.0
402,Callaway,US,2020-01-04 20:54:51,46.98,-95.91,23.0,85,90,8.05,overcast clouds,0.0,0.0
403,Bonfim,GY,2020-01-04 20:54:51,3.36,-59.84,90.23,40,87,10.78,overcast clouds,0.0,0.0
404,Caruray,PH,2020-01-04 20:54:52,10.31,119.01,80.65,77,77,20.76,broken clouds,0.0,0.0
405,Deputatskiy,RU,2020-01-04 20:54:52,69.3,139.9,-8.72,86,100,2.1,overcast clouds,0.0,0.0
406,Itoman,JP,2020-01-04 20:51:18,26.12,127.67,64.4,77,40,6.93,scattered clouds,0.0,0.0
407,Bail Hongal,IN,2020-01-04 20:54:52,15.82,74.87,64.92,75,0,2.91,clear sky,0.0,0.0
408,Sambava,MG,2020-01-04 20:54:53,-14.27,50.17,73.27,98,100,1.79,overcast clouds,0.0,0.0
409,Guerrero Negro,MX,2020-01-04 20:54:36,27.97,-114.04,71.6,23,0,3.0,clear sky,0.0,0.0
410,Tura,RU,2020-01-04 20:54:53,64.27,100.22,1.31,94,100,6.6,light snow,0.0,0.25
411,Adrar,DZ,2020-01-04 20:50:27,27.87,-0.29,50.0,29,85,12.75,overcast clouds,0.0,0.0
412,Camopi,GF,2020-01-04 20:54:55,3.17,-52.33,77.7,84,79,4.36,light rain,2.13,0.0
413,Namibe,AO,2020-01-04 20:54:55,-15.19,12.15,75.63,89,99,10.27,overcast clouds,0.0,0.0
414,Talas,KG,2020-01-04 20:54:56,42.52,72.24,23.41,51,84,5.28,broken clouds,0.0,0.0
415,Sheregesh,RU,2020-01-04 20:54:56,52.93,87.98,18.46,96,98,4.23,light snow,0.0,0.44
416,Ejura,GH,2020-01-04 20:54:56,7.38,-1.37,76.53,20,0,2.8,clear sky,0.0,0.0
417,Yanam,IN,2020-01-04 20:54:57,16.73,82.22,70.9,97,14,3.65,light rain,0.25,0.0
418,Grenfell,AU,2020-01-04 20:54:57,-33.9,148.16,79.02,36,0,9.98,clear sky,0.0,0.0
419,Itaqui,BR,2020-01-04 20:54:57,-29.13,-56.55,90.54,32,0,11.21,clear sky,0.0,0.0
420,Inuvik,CA,2020-01-04 20:54:58,68.36,-133.71,-22.0,74,40,10.29,scattered clouds,0.0,0.0
421,San Bartolome Jocotenango,GT,2020-01-04 20:54:58,15.19,-91.08,62.01,75,67,3.0,light rain,1.0,0.0
422,Hidalgo,US,2020-01-04 20:54:58,26.1,-98.26,73.99,21,40,4.18,scattered clouds,0.0,0.0
423,Chicama,PE,2020-01-04 20:54:58,-7.84,-79.15,73.4,78,20,9.17,few clouds,0.0,0.0
424,Nantucket,US,2020-01-04 20:54:59,41.28,-70.1,46.4,100,90,5.82,light rain,0.0,0.0
425,Vryburg,ZA,2020-01-04 20:54:59,-26.96,24.73,77.67,39,32,12.26,scattered clouds,0.0,0.0
426,Botwood,CA,2020-01-04 20:54:59,49.14,-55.34,26.6,92,75,8.05,broken clouds,0.0,0.0
427,Pochutla,MX,2020-01-04 20:50:06,15.74,-96.47,89.01,79,40,6.93,scattered clouds,0.0,0.0
428,Mackenzie,CA,2020-01-04 20:55:00,55.34,-123.09,28.4,68,40,6.93,scattered clouds,0.0,0.0
429,Lashio,MM,2020-01-04 20:55:00,22.93,97.75,55.26,98,84,1.25,moderate rain,3.13,0.0
430,Hamilton,CA,2020-01-04 20:50:11,43.26,-79.87,37.99,80,90,5.82,light rain,0.0,0.0
431,Tessalit,ML,2020-01-04 20:52:53,20.2,1.01,55.83,26,44,10.63,scattered clouds,0.0,0.0
432,Nata,BW,2020-01-04 20:55:00,-20.21,26.19,77.85,62,100,10.65,overcast clouds,0.0,0.0
433,Pringsewu,ID,2020-01-04 20:55:00,-5.36,104.98,72.46,97,100,3.47,moderate rain,8.31,0.0
434,Union City,US,2020-01-04 20:55:01,36.42,-89.06,43.0,65,90,6.93,overcast clouds,0.0,0.0
435,Tanout,NE,2020-01-04 20:55:01,14.97,8.88,56.91,24,0,14.09,clear sky,0.0,0.0
436,Zyryanka,RU,2020-01-04 20:55:01,65.73,150.89,4.3,72,15,17.83,few clouds,0.0,0.0
437,Marienburg,DE,2020-01-04 20:55:02,52.12,9.98,39.99,86,75,9.17,broken clouds,0.0,0.0
438,Ghansor,IN,2020-01-04 20:55:02,22.66,79.95,54.05,72,0,8.01,clear sky,0.0,0.0
439,Shangrao,CN,2020-01-04 20:55:02,28.45,117.97,50.34,90,78,7.72,broken clouds,0.0,0.0
440,Bronnoysund,NO,2020-01-04 20:55:03,65.46,12.2,34.0,60,75,9.17,light shower snow,0.0,0.0
441,Pangnirtung,CA,2020-01-04 20:55:03,66.15,-65.72,1.4,77,75,12.75,light snow,0.0,0.0
442,Lagunas,PE,2020-01-04 20:55:03,-5.23,-75.68,90.95,49,39,4.97,scattered clouds,0.0,0.0
443,Concordia,AR,2020-01-04 20:55:03,-31.4,-58.02,84.2,51,40,8.05,scattered clouds,0.0,0.0
444,Samarai,PG,2020-01-04 20:55:04,-10.62,150.67,79.09,81,26,1.25,scattered clouds,0.0,0.0
445,Chapais,CA,2020-01-04 20:55:04,49.78,-74.86,10.4,78,90,4.7,light snow,0.0,0.0
446,Leua,AO,2020-01-04 20:55:04,-11.65,20.45,62.35,95,95,4.72,overcast clouds,0.0,0.0
447,Sibolga,ID,2020-01-04 20:55:04,1.74,98.78,71.46,96,86,3.33,light rain,0.94,0.0
448,Lazaro Cardenas,MX,2020-01-04 20:55:04,28.39,-105.62,64.99,35,5,5.82,clear sky,0.0,0.0
449,Gorin,BF,2020-01-04 20:55:04,12.34,-0.67,64.4,20,7,9.86,clear sky,0.0,0.0
450,Yerbogachen,RU,2020-01-04 20:55:05,61.28,108.01,-2.88,94,82,6.31,broken clouds,0.0,0.0
451,Bilibino,RU,2020-01-04 20:50:50,68.06,166.44,-4.83,48,0,1.52,clear sky,0.0,0.0
452,Adelaide,AU,2020-01-04 20:51:54,-34.93,138.6,57.2,82,75,6.93,light rain,0.0,0.0
453,Bonthe,SL,2020-01-04 20:55:05,7.53,-12.5,77.74,57,32,6.89,scattered clouds,0.0,0.0
454,Jalapa,GT,2020-01-04 20:55:06,14.63,-89.98,73.4,56,40,20.8,scattered clouds,0.0,0.0
455,Piacabucu,BR,2020-01-04 20:52:30,-10.41,-36.43,79.34,79,100,12.62,overcast clouds,0.0,0.0
456,Partizanskoye,RU,2020-01-04 20:55:06,53.35,78.35,23.43,91,100,15.35,overcast clouds,0.0,0.0
457,Ukwa,NG,2020-01-04 20:55:06,5.47,8.01,75.63,42,83,2.01,broken clouds,0.0,0.0
458,Okhotsk,RU,2020-01-04 20:54:39,59.36,143.24,16.5,90,100,7.09,light snow,0.0,0.38
459,Hervey Bay,AU,2020-01-04 20:55:06,-25.3,152.85,75.99,82,7,8.05,clear sky,0.0,0.0
460,Vestmannaeyjar,IS,2020-01-04 20:55:07,63.44,-20.27,43.84,76,91,27.92,light rain,0.5,0.0
461,Prachuap Khiri Khan,TH,2020-01-04 20:55:07,11.81,99.79,76.42,77,25,5.17,scattered clouds,0.0,0.0
462,Beidao,CN,2020-01-04 20:52:29,34.57,105.89,30.16,93,96,3.83,light snow,0.0,0.19
463,Peniche,PT,2020-01-04 20:55:07,39.36,-9.38,55.0,87,0,1.12,clear sky,0.0,0.0
464,Canberra,AU,2020-01-04 20:55:08,-35.3,149.1,66.0,52,90,9.17,dust,0.0,0.0
465,Mareeba,AU,2020-01-04 20:51:30,-16.99,145.42,78.8,78,75,5.82,broken clouds,0.0,0.0
