City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
302,Queimadas,BR,2020-01-04 05:14:42,-7.36,-35.9,73.4,88,40,12.75
303,Macapa,BR,2020-01-04 05:14:42,0.05,-51.07,77.0,100,75,2.24
304,Ixtapa,MX,2020-01-04 05:14:42,20.71,-105.21,64.99,88,5,3.8
305,Touros,BR,2020-01-04 05:14:42,-5.2,-35.46,78.8,78,40,6.93
306,Wilmington Island,US,2020-01-04 05:14:43,32.0,-80.97,73.99,83,75,13.87
307,Fairbanks,US,2020-01-04 05:09:49,64.84,-147.72,-11.99,74,1,4.81
308,Shimoda,JP,2020-01-04 05:13:22,34.7,138.93,55.4,57,75,8.05
309,Wanlaweyn,SO,2020-01-04 05:14:43,2.62,44.89,83.32,49,2,15.48
310,San Jose,HN,2020-01-04 05:14:43,14.25,-87.96,60.91,84,24,1.83
311,Pskov,RU,2020-01-04 05:14:44,57.82,28.33,35.6,84,89,6.71
312,Puerto Del Rosario,ES,2020-01-04 05:14:44,28.5,-13.86,62.6,82,20,12.75
313,Leningradskiy,RU,2020-01-04 05:12:15,69.38,178.42,-5.84,73,92,8.79
314,Goderich,CA,2020-01-04 05:08:22,43.74,-81.71,36.0,76,74,1.01
315,Kodiak,US,2020-01-04 05:11:00,39.95,-94.76,34.0,64,90,18.34
316,Porbandar,IN,2020-01-04 05:14:45,21.64,69.61,69.8,49,26,5.82
317,Nyurba,RU,2020-01-04 05:14:45,63.29,118.35,-9.42,98,100,4.9
318,Srednekolymsk,RU,2020-01-04 05:12:35,67.46,153.71,0.7,69,58,2.1
319,Kulu,CD,2020-01-04 05:14:45,3.47,23.69,76.91,47,100,1.41
320,Dhidhdhoo,MV,2020-01-04 05:14:45,6.88,73.1,82.51,78,27,11.43
321,Lagoa,PT,2020-01-04 05:12:01,37.14,-8.45,50.0,93,0,8.05
322,Fenyi,CN,2020-01-04 05:14:46,27.82,114.69,52.7,79,96,0.67
323,Port Lincoln,AU,2020-01-04 05:12:07,-34.72,135.86,61.45,70,100,14.74
324,Karratha,AU,2020-01-04 05:14:46,-20.74,116.85,84.96,76,0,14.09
325,Whitianga,NZ,2020-01-04 05:14:46,-36.83,175.7,66.0,62,74,14.0
326,Labuhan,ID,2020-01-04 05:14:46,-2.54,115.51,93.31,48,50,2.57
327,Shirokiy,RU,2020-01-04 05:14:47,53.87,39.17,26.78,90,90,15.75
328,Deputatskiy,RU,2020-01-04 05:14:47,69.3,139.9,-16.65,94,0,1.61
329,Foz Do Iguacu,BR,2020-01-04 05:13:02,-25.55,-54.59,73.4,94,40,4.7
330,Omagari,JP,2020-01-04 05:14:47,39.45,140.48,37.4,55,75,13.87
331,Dryden,CA,2020-01-04 05:14:47,49.79,-92.84,15.8,100,90,3.36
332,Laguna,BZ,2020-01-04 05:14:10,16.17,-88.94,73.4,94,1,2.53
333,Yingkou,CN,2020-01-04 05:14:48,40.67,122.24,28.8,68,0,8.61
334,Nemuro,JP,2020-01-04 05:14:48,43.32,145.57,23.0,45,20,9.17
335,Bristol,GB,2020-01-04 05:10:19,51.45,-2.6,45.0,87,75,10.29
336,Cairo,EG,2020-01-04 05:14:00,30.05,31.24,50.0,81,75,14.99
337,Saint-Pierre,FR,2020-01-04 05:11:25,48.95,4.24,39.2,93,20,6.93
338,Estelle,FR,2020-01-04 05:14:50,43.97,3.47,48.99,81,35,11.41
339,Narasannapeta,IN,2020-01-04 05:14:50,18.42,84.04,71.73,81,85,3.91
340,Fomboni,KM,2020-01-04 05:14:50,-12.28,43.74,82.11,79,98,8.48
341,Krasnyy Chikoy,RU,2020-01-04 05:14:51,50.36,108.75,14.79,80,0,1.45
342,Morant Bay,JM,2020-01-04 05:14:51,17.88,-76.41,82.4,58,20,8.05
343,Acapulco,MX,2020-01-04 05:14:51,16.86,-99.88,77.0,83,40,5.82
344,Mantua,IT,2020-01-04 05:14:51,45.16,10.79,43.0,86,5,1.12
345,Svetlaya,RU,2020-01-04 05:11:35,46.54,138.33,19.18,45,0,7.96
346,Atagay,RU,2020-01-04 05:14:52,55.1,99.39,25.03,82,87,3.42
347,Leshukonskoye,RU,2020-01-04 05:14:52,64.9,45.76,29.97,86,100,9.69
348,Altay,CN,2020-01-04 05:14:53,47.83,88.13,15.75,75,1,1.05
349,Storm Lake,US,2020-01-04 05:14:53,42.64,-95.21,28.4,92,90,10.29
350,Pontianak,ID,2020-01-04 05:14:53,-0.02,109.34,87.22,72,51,2.62
351,Jonkoping,SE,2020-01-04 05:14:53,57.78,14.16,35.01,74,17,14.99
352,Skjervoy,NO,2020-01-04 05:14:53,70.03,20.97,31.95,92,99,54.18
353,Pundaguitan,PH,2020-01-04 05:14:54,6.37,126.17,81.41,67,3,1.72
354,Tilichiki,RU,2020-01-04 05:12:57,60.47,166.1,-3.35,74,0,6.67
355,Puerto Escondido,MX,2020-01-04 05:14:54,15.86,-97.07,78.8,88,75,5.82
356,Ossora,RU,2020-01-04 05:12:15,59.24,163.07,23.68,87,100,12.68
357,Bambous Virieux,MU,2020-01-04 05:11:13,-20.34,57.76,78.01,100,75,5.82
358,Zelenets,RU,2020-01-04 05:14:55,53.83,48.02,29.08,89,100,16.33
359,Mongu,ZM,2020-01-04 05:14:55,-15.27,23.14,72.34,80,95,7.05
360,Nelson Bay,AU,2020-01-04 05:14:55,-32.72,152.14,111.2,11,0,9.17
361,Brewster,US,2020-01-04 05:11:08,41.76,-70.08,46.0,100,90,9.82
362,Madras,US,2020-01-04 05:14:56,44.63,-121.13,52.0,39,1,12.75
363,Tevriz,RU,2020-01-04 05:14:56,57.51,72.4,16.0,92,100,11.56
364,Irbeyskoye,RU,2020-01-04 05:14:56,55.64,95.45,25.88,79,78,6.93
365,Moroni,GR,2020-01-04 05:14:57,35.09,24.92,55.4,50,75,21.92
366,San Quintin,PH,2020-01-04 05:14:57,17.54,120.52,83.62,55,0,6.71
367,Bonavista,CA,2020-01-04 05:14:57,48.65,-53.11,23.88,86,31,12.08
368,Saurimo,AO,2020-01-04 05:14:57,-9.66,20.4,66.43,97,100,2.48
369,Schruns,AT,2020-01-04 05:14:38,47.08,9.92,41.0,100,75,4.7
370,Weligama,LK,2020-01-04 05:14:58,5.97,80.42,88.7,55,0,8.12
371,Coquimbo,CL,2020-01-04 05:12:53,-29.95,-71.34,59.0,87,90,8.05
372,Beloha,MG,2020-01-04 05:11:49,-25.17,45.06,83.82,60,57,12.24
373,Offa,CI,2020-01-04 05:14:58,5.92,-4.35,66.15,30,34,2.62
374,Bereda,ES,2020-01-04 05:14:59,43.27,-7.54,48.0,100,90,2.24
375,Ocampo,MX,2020-01-04 05:14:59,27.32,-102.4,38.39,74,0,2.71
376,Aykhal,RU,2020-01-04 05:14:59,65.95,111.51,-18.4,75,100,4.47
377,Korem,ET,2020-01-04 05:14:59,12.51,39.52,59.85,63,43,4.63
378,Sarkand,KZ,2020-01-04 05:14:59,45.41,79.91,24.15,77,97,0.83
379,Pevek,RU,2020-01-04 05:11:33,69.7,170.27,-3.08,65,0,3.65
380,Praia Da Vitoria,PT,2020-01-04 05:11:48,38.73,-27.07,55.4,82,40,13.29
381,Guanaja,CU,2020-01-04 05:15:00,23.08,-82.07,75.2,94,100,4.7
382,Ostersund,SE,2020-01-04 05:15:01,63.18,14.64,32.0,71,57,31.09
383,Eyrarbakki,IS,2020-01-04 05:15:01,63.86,-21.15,28.4,58,90,21.92
384,Puri,ID,2020-01-04 05:15:01,-7.54,112.45,87.21,65,100,11.01
385,Solvychegodsk,RU,2020-01-04 05:15:02,61.33,46.92,33.44,90,100,12.71
386,Bryan,US,2020-01-04 05:13:44,30.67,-96.37,50.0,66,1,4.7
387,Yerbogachen,RU,2020-01-04 05:11:18,61.28,108.01,12.63,94,98,8.01
388,Antsohihy,MG,2020-01-04 05:15:02,-14.88,47.99,81.99,78,100,0.31
389,Dingle,PH,2020-01-04 05:12:08,11.0,122.67,79.75,82,41,14.03
390,Flin Flon,CA,2020-01-04 05:10:52,54.77,-101.88,-6.25,97,38,2.28
391,Kidal,ML,2020-01-04 05:15:03,18.44,1.41,48.38,40,0,14.7
392,Beringovskiy,RU,2020-01-04 05:15:03,63.05,179.32,-8.34,75,0,17.56
393,Zhigansk,RU,2020-01-04 05:15:03,66.77,123.37,-19.66,90,100,15.21
394,Xichang,CN,2020-01-04 05:15:04,27.88,102.25,40.78,95,100,8.01
395,Ati,TD,2020-01-04 05:15:05,13.21,18.34,59.16,33,31,12.88
396,Belgrade,RS,2020-01-04 05:15:05,44.82,20.46,24.8,100,90,4.7
397,Carndonagh,IE,2020-01-04 05:15:05,55.25,-7.27,44.02,88,100,9.55
398,Nouadhibou,MR,2020-01-04 05:15:05,20.93,-17.03,62.6,43,100,16.11
399,Were Ilu,ET,2020-01-04 05:15:06,10.6,39.43,58.87,59,0,7.05
400,Kijang,KR,2020-01-04 05:15:06,35.24,129.21,48.2,31,50,9.17
401,Quatre Cocos,MU,2020-01-04 05:12:12,-20.21,57.76,78.01,100,75,5.82
402,Majene,ID,2020-01-04 05:15:06,-3.54,118.97,89.53,54,73,8.21
403,Ahuimanu,US,2020-01-04 05:12:11,21.44,-157.84,77.0,78,75,14.99
404,Puerto Carreno,CO,2020-01-04 05:15:07,6.19,-67.49,74.98,74,35,3.53
405,Sumenep,ID,2020-01-04 05:15:07,-7.02,113.87,85.96,71,100,22.03
406,Kindu,CD,2020-01-04 05:15:07,-2.95,25.92,71.6,97,100,2.44
407,Mokrin,RS,2020-01-04 05:15:07,45.93,20.41,33.01,99,96,6.22
408,Idil,TR,2020-01-04 05:15:07,37.34,41.89,38.62,82,97,4.05
409,Bogandinskiy,RU,2020-01-04 05:15:08,56.89,65.89,23.0,85,90,15.66
410,Semnan,IR,2020-01-04 05:15:08,35.58,53.39,43.39,49,82,2.46
411,Lavrentiya,RU,2020-01-04 05:12:01,65.58,-170.99,-15.43,93,61,9.6
412,Dzhebariki-Khaya,RU,2020-01-04 05:15:09,62.22,135.8,-31.0,96,1,0.65
413,Marawi,PH,2020-01-04 05:12:53,8.0,124.29,84.0,76,34,5.01
414,Belaya Gora,RU,2020-01-04 05:15:11,68.54,146.19,-24.09,100,40,1.39
415,Kourou,GF,2020-01-04 05:15:12,5.16,-52.64,78.8,83,90,3.36
416,Santo Domingo,DO,2020-01-04 05:15:13,18.48,-69.94,78.01,88,40,4.7
417,Tazovskiy,RU,2020-01-04 05:12:40,67.47,78.7,3.65,94,98,11.36
418,Krasnoturansk,RU,2020-01-04 05:15:14,54.32,91.57,17.6,78,100,4.27
419,Okato,NZ,2020-01-04 05:15:14,-39.19,173.88,57.0,53,100,11.99
420,Matara,BI,2020-01-04 05:15:15,-3.48,29.48,71.6,88,20,4.14
421,Zafra,ES,2020-01-04 05:15:16,38.43,-6.42,39.0,95,2,3.53
422,Galle,GN,2020-01-04 05:12:39,10.08,-12.83,64.69,28,4,3.29
423,Norrtalje,SE,2020-01-04 05:15:17,59.76,18.7,37.0,55,28,20.8
424,Krasnogorskiy,RU,2020-01-04 05:15:18,55.39,83.61,10.22,90,81,10.65
425,Chiang Klang,TH,2020-01-04 05:15:19,19.29,100.86,80.6,57,21,2.24
426,Toora-Khem,RU,2020-01-04 05:15:19,52.47,96.11,6.03,86,1,1.34
427,Kaeo,NZ,2020-01-04 05:15:20,-35.1,173.78,70.0,62,94,1.01
428,Lindas,NO,2020-01-04 05:15:21,60.74,5.16,37.99,65,75,43.62
429,Snezhnogorsk,RU,2020-01-04 05:15:22,69.19,33.23,26.6,86,75,11.18
430,Cochrane,CL,2020-01-04 05:15:23,-47.25,-72.57,33.55,94,39,6.24
431,Lysyanka,UA,2020-01-04 05:15:24,49.25,30.83,29.66,80,25,6.6
432,Lompoc,US,2020-01-04 05:07:09,34.64,-120.46,55.0,65,1,4.7
433,Xinzhou,CN,2020-01-04 05:15:25,38.41,112.73,35.26,36,93,4.38
434,Fare,PF,2020-01-04 05:15:25,-16.7,-151.02,81.81,78,32,11.83
435,Umm Lajj,SA,2020-01-04 05:15:26,25.02,37.27,59.63,47,0,12.48
436,Okhotsk,RU,2020-01-04 05:12:07,59.36,143.24,19.69,88,100,22.32
437,Stepnyak,KZ,2020-01-04 05:15:26,52.83,70.79,21.29,89,79,17.67
438,Williams Lake,CA,2020-01-04 05:15:26,52.13,-122.14,39.2,69,75,27.51
439,Luderitz,NA,2020-01-04 05:12:36,-26.65,15.16,60.8,82,0,9.17
440,Itupeva,BR,2020-01-04 05:15:27,-23.15,-47.06,70.0,77,98,4.7
441,Sarankhola,BD,2020-01-04 05:15:27,22.31,89.79,75.65,59,37,2.24
442,Digha,IN,2020-01-04 05:15:27,21.62,87.51,68.36,73,52,5.91
443,Payo,ID,2020-01-04 05:15:27,-3.75,103.64,78.91,79,72,4.5
444,Santa Catalina,UY,2020-01-04 05:15:28,-33.79,-57.49,64.99,82,1,1.01
445,Vostok,RU,2020-01-04 05:15:28,46.45,135.83,0.19,88,16,3.49
446,Kikwit,CD,2020-01-04 05:15:28,-5.04,18.82,73.81,85,100,1.3
447,Wagga Wagga,AU,2020-01-04 05:15:28,-35.12,147.37,113.0,6,17,23.04
448,Bukachacha,RU,2020-01-04 05:15:29,52.99,116.91,3.16,89,0,3.87
449,Zaragoza,SV,2020-01-04 05:13:04,13.59,-89.29,75.2,82,66,4.29
450,Mattru,SL,2020-01-04 05:12:27,7.62,-11.83,68.58,84,56,3.51
451,Arandis,NA,2020-01-04 05:15:29,-22.42,14.98,62.01,93,37,1.99
452,Hobyo,SO,2020-01-04 05:15:29,5.35,48.53,80.98,65,75,17.63
453,Sao Felix Do Xingu,BR,2020-01-04 05:15:30,-6.64,-51.99,70.23,99,100,2.55
454,Florence,US,2020-01-04 05:15:30,34.2,-79.77,69.8,88,90,8.05
455,Megion,RU,2020-01-04 05:15:30,61.04,76.11,12.2,85,90,13.42
456,Hovd,NO,2020-01-04 05:15:30,63.83,10.7,37.99,69,75,48.32
457,Hare Bay,CA,2020-01-04 05:15:30,48.86,-53.99,24.8,85,75,13.87
458,Limoux,FR,2020-01-04 05:15:31,43.05,2.22,53.6,93,90,13.87
459,Djougou,BJ,2020-01-04 05:15:31,9.71,1.67,58.32,24,0,6.31
460,Maceio,BR,2020-01-04 05:15:31,-9.67,-35.74,75.2,94,89,4.7
461,Sovetskiy,RU,2020-01-04 05:15:31,56.76,48.47,29.46,92,100,17.45
462,Jiblah,YE,2020-01-04 05:15:31,13.92,44.15,67.87,60,0,3.24
463,Ishigaki,JP,2020-01-04 05:15:32,24.34,124.16,73.4,60,20,9.17
464,Severo-Kurilsk,RU,2020-01-04 05:11:45,50.68,156.12,25.07,80,100,22.97
465,Georgiyevskaya,RU,2020-01-04 05:15:32,44.11,43.49,23.0,100,90,2.24
466,Isiro,CD,2020-01-04 05:15:32,2.77,27.62,67.78,94,100,0.47
467,Batagay-Alyta,RU,2020-01-04 05:11:50,67.8,130.41,-24.9,98,0,4.59
468,Kabare,RW,2020-01-04 05:15:33,-1.65,29.38,66.2,72,75,6.93
469,Wenatchee,US,2020-01-04 05:15:33,47.42,-120.31,41.0,92,90,4.7
470,Keetmanshoop,NA,2020-01-04 05:15:33,-26.57,18.15,75.2,36,5,3.36
471,Saint-Denis,FR,2020-01-04 05:15:33,48.94,2.36,42.01,93,49,5.82
472,Mpanda,BI,2020-01-04 05:15:34,-3.17,29.4,71.6,88,20,1.83
473,Nizwa,OM,2020-01-04 05:15:34,22.93,57.53,65.46,46,0,3.42
474,Nabire,ID,2020-01-04 05:15:34,-3.36,135.5,86.74,62,82,5.93
475,Visby,SE,2020-01-04 05:15:35,57.64,18.3,37.99,74,64,23.04
476,Fortuna,US,2020-01-04 05:06:22,40.6,-124.16,59.0,58,1,28.86
477,Thinadhoo,MV,2020-01-04 05:12:03,0.53,72.93,83.21,63,26,0.63
478,Anito,PH,2020-01-04 05:15:35,12.45,125.29,81.45,78,100,21.61
479,Mandalgovi,MN,2020-01-04 05:12:50,45.76,106.27,19.47,65,0,8.43
480,Maturin,VE,2020-01-04 05:11:28,9.75,-63.18,68.09,98,0,4.12
481,Barra Da Estiva,BR,2020-01-04 05:15:36,-13.63,-41.33,64.4,93,100,4.97
482,Adrar,DZ,2020-01-04 05:15:36,27.87,-0.29,37.4,51,84,11.41
483,Socorro,US,2020-01-04 05:15:36,31.65,-106.3,45.0,38,1,5.82
484,Yarmouth,CA,2020-01-04 05:15:36,43.84,-66.12,42.01,100,90,5.82
485,Khash,IR,2020-01-04 05:15:37,28.22,61.21,54.39,76,64,9.84
486,Jamui,IN,2020-01-04 05:15:37,24.93,86.23,73.96,48,59,3.04
487,Berkak,NO,2020-01-04 05:15:37,62.83,10.01,36.0,69,100,1.99
488,Aberdeen,US,2020-01-04 05:15:37,46.98,-123.82,46.99,100,90,17.22
489,Araouane,ML,2020-01-04 05:12:05,18.9,-3.53,51.82,31,45,10.78
490,Loding,DE,2020-01-04 05:15:38,48.05,12.68,44.01,100,75,6.93
491,Naousa,GR,2020-01-04 05:15:38,40.63,22.07,42.01,34,0,8.05
492,Malino,HR,2020-01-04 05:15:38,45.17,17.73,26.6,100,99,2.24
493,Quibor,VE,2020-01-04 05:15:38,9.93,-69.62,63.57,89,11,4.54
494,Narrabri,AU,2020-01-04 05:15:39,-30.33,149.78,104.0,15,0,11.41
495,San Jeronimito,MX,2020-01-04 05:15:39,17.55,-101.33,78.01,69,36,8.1
496,Klaksvik,FO,2020-01-04 05:12:47,62.23,-6.59,35.6,55,82,8.05
497,Manjacaze,MZ,2020-01-04 05:15:39,-24.71,33.88,83.73,59,50,4.81
498,Macusani,PE,2020-01-04 05:15:39,-14.07,-70.43,36.59,95,100,2.82
499,Atar,MR,2020-01-04 05:13:10,20.52,-13.05,51.53,24,59,8.61
500,Henties Bay,NA,2020-01-04 05:12:31,-22.12,14.28,62.01,93,70,1.99
501,Sechura,PE,2020-01-04 05:15:40,-5.56,-80.82,70.92,87,37,7.96
502,Gizo,IL,2020-01-04 05:15:40,31.8,34.94,51.8,53,75,19.46
503,Talcahuano,CL,2020-01-04 05:15:40,-36.72,-73.12,64.4,82,0,16.11
504,Tiarei,PF,2020-01-04 05:10:48,-17.53,-149.33,82.4,74,75,6.93
505,Houma,CN,2020-01-04 05:15:41,35.63,111.36,45.41,45,100,2.17
506,Sioux Lookout,CA,2020-01-04 05:12:00,50.1,-91.92,15.8,100,90,3.36
507,Roma,IT,2020-01-04 05:08:21,41.89,12.48,46.4,86,100,3.36
508,Kamenka,MD,2020-01-04 05:15:42,48.03,28.7,19.0,89,0,3.06
509,Jaciara,BR,2020-01-04 05:15:42,-15.95,-54.98,71.38,91,0,2.68
510,Ruteng,ID,2020-01-04 05:15:42,-8.61,120.46,71.49,98,100,6.55
511,Sydney Mines,CA,2020-01-04 05:15:42,46.24,-60.22,36.0,95,90,4.7
512,Sorland,NO,2020-01-04 05:12:03,67.67,12.69,32.09,73,100,41.96
513,Makaha,US,2020-01-04 05:15:43,21.47,-158.22,77.0,88,90,4.7
514,Curaca,BR,2020-01-04 05:15:26,-8.99,-39.91,76.23,77,100,6.22
515,Caravelas,BR,2020-01-04 05:12:43,-17.73,-39.27,73.29,95,100,10.51
516,Almenara,BR,2020-01-04 05:15:43,-16.17,-40.69,69.26,98,100,1.23
517,Waddan,LY,2020-01-04 05:15:43,29.16,16.14,43.9,62,0,7.09
518,Nowy Tomysl,PL,2020-01-04 05:15:44,52.32,16.13,39.99,93,75,14.99
519,Cleburne,US,2020-01-04 05:15:44,32.35,-97.39,48.99,57,75,9.17
520,Cam Ranh,VN,2020-01-04 05:15:44,11.92,109.15,84.2,66,40,23.04
521,Caborca,MX,2020-01-04 05:15:44,30.58,-111.1,49.26,49,0,1.14
522,Qaqortoq,GL,2020-01-04 05:11:14,60.72,-46.03,33.8,29,100,34.45
523,Evensk,RU,2020-01-04 05:15:44,61.92,159.24,10.29,64,100,10.58
524,Marabba,SD,2020-01-04 05:15:45,12.35,32.18,64.85,27,16,17.25
525,Juquia,BR,2020-01-04 05:15:45,-24.32,-47.63,69.82,99,98,2.08
526,Pasighat,IN,2020-01-04 05:15:45,28.06,95.33,61.84,87,99,0.92
527,Los Llanos De Aridane,ES,2020-01-04 05:11:18,28.66,-17.92,60.8,59,36,12.75
528,Kurchum,KZ,2020-01-04 05:15:46,48.57,83.65,12.07,86,100,3.85
529,Semey,KZ,2020-01-04 05:15:46,50.41,80.25,23.0,92,40,4.47
530,Segovia,ES,2020-01-04 05:15:46,40.95,-4.12,36.0,92,0,3.42
531,Terrak,NO,2020-01-04 05:15:46,65.09,12.37,37.0,74,100,28.86
532,Ambulu,ID,2020-01-04 05:15:46,-8.35,113.61,82.38,80,73,24.45
533,Tigil,RU,2020-01-04 05:15:47,57.8,158.67,22.64,73,0,12.48
534,Victor Harbor,AU,2020-01-04 05:15:47,-35.55,138.62,75.2,36,75,17.22
535,Sembabule,UG,2020-01-04 05:15:47,-0.08,31.46,70.59,78,100,2.44
536,Omboue,GA,2020-01-04 05:15:47,-1.57,9.26,75.6,95,100,1.45
537,Livingstonia,MW,2020-01-04 05:15:47,-10.61,34.11,67.5,87,100,2.89
538,Acari,BR,2020-01-04 05:15:48,-6.44,-36.64,73.18,78,67,10.89
539,Chhindwara,IN,2020-01-04 05:15:48,22.06,78.94,65.89,65,75,6.78
540,Dunedin,NZ,2020-01-04 05:11:24,-45.87,170.5,57.0,48,40,25.99
541,Kyzyl-Suu,KG,2020-01-04 05:15:48,42.34,78.0,29.71,68,100,6.55
542,Husainabad,IN,2020-01-04 05:15:48,24.53,84.02,69.35,56,34,4.92
543,Lubartow,PL,2020-01-04 05:15:49,51.46,22.61,42.01,100,90,16.11
544,Marzuq,YE,2020-01-04 05:15:49,14.4,46.47,71.55,39,0,2.84
545,Kharp,RU,2020-01-04 05:15:49,66.82,65.8,-0.2,99,100,5.12
546,Celestun,MX,2020-01-04 05:15:50,20.87,-90.4,77.34,86,62,5.01
547,Colombia,CO,2020-01-04 05:15:50,3.38,-74.8,68.88,72,96,3.76
548,Sibu,MY,2020-01-04 05:12:33,2.29,111.83,86.0,74,75,6.93
549,Bajil,ES,2020-01-04 05:15:50,38.23,-2.07,34.32,91,51,0.4
550,Cayambe,EC,2020-01-04 05:15:51,0.04,-78.14,57.2,93,75,1.12
551,Ballina,IE,2020-01-04 05:11:32,54.11,-9.15,46.0,91,99,5.01
552,Poum,MK,2020-01-04 05:11:59,41.28,20.71,21.2,79,0,4.7
553,Bubaque,GW,2020-01-04 05:12:56,11.28,-15.83,77.92,44,88,19.01
554,Lakselv,NO,2020-01-04 05:15:51,70.05,24.96,32.0,85,87,27.51
555,Quimper,FR,2020-01-04 05:12:49,48.0,-4.1,41.0,86,10,3.36
556,Rio Grande,BR,2020-01-04 05:13:00,-32.03,-52.1,70.0,76,1,1.01
557,Sur,OM,2020-01-04 05:12:34,22.57,59.53,75.06,47,0,4.92
